alpha,year,long_count,short_count,pnl,sharpe,fitness,returns,draw_down,turn_over,margin
close * returns,2015,1400,1495,-1.39M,-2.46,-1.01,-13.95%,7.47%,83.76%,-3.30bpm
close * returns,2016,1403,1500,-984K,-2.10,-0.73,-9.84%,5.92%,82.64%,-2.36bpm
close * returns,2017,1385,1526,109K,5.07,1.98,13.06%,0.20%,85.52%,3.03bpm
close * returns,2012-2017,1394,1513,-5.10M,-1.90,-0.67,-10.36%,27.58%,82.59%,-2.49bpm
returns/close,2012,1485,1423,1.61M,1.44,0.69,19.18%,5.50%,82.62%,4.61bpm
returns/close,2013,1413,1506,1.45M,1.38,0.58,14.55%,2.87%,82.71%,3.49bpm
returns/close,2014,1472,1440,-1.70M,-1.15,-0.52,-16.99%,15.21%,83.42%,-4.04bpm
returns/close,2015,1490,1405,-1.17M,-0.82,-0.31,-11.67%,8.40%,82.88%,-2.79bpm
returns/close,2016,1444,1458,2.95M,1.64,0.98,29.54%,7.97%,82.39%,7.12bpm
returns/close,2017,1475,1436,248K,2.83,1.70,29.82%,1.02%,83.13%,7.12bpm
returns/close,2012-2017,1460,1447,3.40M,0.48,0.14,6.91%,19.82%,82.82%,1.66bpm
close/returns,2012,1431,1425,529K,0.96,0.27,6.29%,3.07%,79.07%,1.58bpm
close/returns,2013,1411,1456,999K,2.12,0.76,9.99%,1.17%,78.56%,2.52bpm
close/returns,2014,1406,1461,-46.1K,-0.09,-0.01,-0.46%,2.09%,78.90%,-0.12bpm
close/returns,2015,1426,1429,97.3K,0.22,0.02,0.97%,1.89%,77.96%,0.25bpm
close/returns,2016,1417,1437,239K,0.55,0.10,2.39%,1.96%,78.31%,0.60bpm
close/returns,2017,1408,1430,85.1K,3.57,1.29,10.22%,0.34%,77.94%,2.60bpm
close/returns,2012-2017,1418,1442,1.90M,0.77,0.17,3.86%,3.24%,78.53%,0.98bpm
close + adv20,2012,896,2013,259K,0.50,0.48,3.08%,2.70%,3.35%,18.25bpm
close + adv20,2013,915,2003,-19.2K,-0.04,-0.01,-0.19%,2.24%,2.87%,-1.33bpm
close + adv20,2014,929,1984,73.0K,0.12,0.06,0.73%,2.96%,3.29%,4.40bpm
close + adv20,2015,919,1975,23.7K,0.04,0.01,0.24%,2.11%,3.30%,1.42bpm
close + adv20,2016,915,1988,452K,0.72,0.89,4.52%,1.74%,3.02%,29.68bpm
close + adv20,2017,931,1980,195K,5.20,15.07,23.34%,0.36%,2.78%,166.55bpm
close + adv20,2012-2017,916,1992,982K,0.35,0.27,1.99%,4.54%,3.15%,12.55bpm
close - adv20,2012,2013,896,-259K,-0.50,-0.48,-3.08%,3.46%,3.35%,-18.25bpm
close - adv20,2013,2003,916,19.2K,0.04,0.01,0.19%,1.90%,2.87%,1.33bpm
close - adv20,2014,1984,929,-72.9K,-0.12,-0.06,-0.73%,4.40%,3.29%,-4.39bpm
close - adv20,2015,1975,919,-23.7K,-0.04,-0.01,-0.24%,2.56%,3.30%,-1.42bpm
close - adv20,2016,1988,915,-452K,-0.72,-0.89,-4.52%,3.84%,3.02%,-29.68bpm
close - adv20,2017,1980,931,-195K,-5.20,-15.07,-23.34%,0.75%,2.78%,-166.55bpm
close - adv20,2012-2017,1992,916,-982K,-0.35,-0.27,-1.99%,6.21%,3.15%,-12.55bpm
close * adv20,2012,878,2031,261K,0.47,0.44,3.10%,2.89%,3.48%,17.69bpm
close * adv20,2013,889,2029,-1.01M,-1.81,-3.55,-10.08%,5.31%,2.63%,-76.11bpm
close * adv20,2014,902,2010,722K,0.97,1.55,7.22%,2.36%,2.86%,50.08bpm
close * adv20,2015,896,1998,786K,0.99,1.62,7.86%,2.21%,2.91%,53.61bpm
close * adv20,2016,895,2007,-728K,-0.88,-1.45,-7.28%,7.84%,2.69%,-53.76bpm
close * adv20,2017,894,2017,189K,3.11,9.46,22.67%,0.41%,2.46%,183.10bpm
close * adv20,2012-2017,893,2015,221K,0.06,0.02,0.45%,9.21%,2.89%,3.09bpm
adv20/close,2012,797,2112,913K,0.98,1.52,10.85%,5.92%,4.51%,47.76bpm
adv20/close,2013,813,2105,885K,1.10,1.70,8.85%,2.77%,3.70%,47.43bpm
adv20/close,2014,811,2101,-1.38M,-1.17,-2.01,-13.79%,12.04%,4.67%,-58.62bpm
adv20/close,2015,813,2082,234K,0.17,0.11,2.34%,6.15%,5.42%,8.57bpm
adv20/close,2016,804,2098,1.06M,0.54,0.84,10.57%,8.56%,4.33%,48.47bpm
adv20/close,2017,795,2116,186K,3.76,9.86,22.37%,0.64%,3.25%,136.46bpm
adv20/close,2012-2017,808,2100,1.90M,0.29,0.26,3.85%,13.96%,4.50%,16.96bpm
close/adv20,2012,803,2105,-416K,-0.75,-0.80,-4.95%,4.62%,4.38%,-22.42bpm
close/adv20,2013,826,2093,-596K,-1.22,-1.62,-5.96%,4.40%,3.40%,-34.74bpm
close/adv20,2014,850,2062,257K,0.48,0.41,2.57%,1.95%,3.47%,14.70bpm
close/adv20,2015,843,2051,8.67K,0.01,0.00,0.09%,2.58%,4.01%,0.43bpm
close/adv20,2016,835,2067,356K,0.44,0.51,3.56%,5.11%,2.66%,26.58bpm
close/adv20,2017,813,2098,-315K,-6.28,-22.14,-37.81%,1.57%,3.04%,-246.61bpm
close/adv20,2012-2017,832,2075,-706K,-0.22,-0.14,-1.43%,8.49%,3.55%,-8.01bpm
close + sharesout,2012,926,1982,186K,0.38,0.50,2.21%,2.17%,1.29%,34.17bpm
close + sharesout,2013,922,1997,-714K,-1.31,-4.05,-7.14%,4.84%,0.75%,-189.46bpm
close + sharesout,2014,932,1980,-246K,-0.32,-0.54,-2.46%,3.25%,0.84%,-58.02bpm
close + sharesout,2015,930,1964,350K,0.54,0.99,3.50%,2.12%,1.05%,66.32bpm
close + sharesout,2016,939,1963,-734K,-1.03,-3.23,-7.34%,6.36%,0.75%,-193.08bpm
close + sharesout,2017,960,1951,178K,2.56,16.41,21.39%,0.49%,0.52%,812.25bpm
close + sharesout,2012-2017,931,1977,-979K,-0.30,-0.44,-1.99%,8.54%,0.92%,-43.04bpm
close - sharesout,2012,1966,942,-182K,-0.40,-0.53,-2.16%,2.16%,1.26%,-34.03bpm
close - sharesout,2013,1965,954,561K,1.13,3.17,5.61%,1.88%,0.71%,156.31bpm
close - sharesout,2014,1937,976,379K,0.55,1.19,3.79%,4.02%,0.79%,94.76bpm
close - sharesout,2015,1909,985,-184K,-0.33,-0.45,-1.84%,2.68%,0.99%,-36.98bpm
close - sharesout,2016,1919,983,519K,0.82,2.24,5.19%,1.86%,0.70%,147.24bpm
close - sharesout,2017,1899,1013,-164K,-2.67,-17.16,-19.70%,1.17%,0.48%,-820.51bpm
close - sharesout,2012-2017,1938,970,928K,0.32,0.47,1.88%,4.02%,0.87%,42.94bpm
close * sharesout,2012,858,2050,310K,0.56,0.79,3.68%,3.26%,1.83%,39.99bpm
close * sharesout,2013,852,2067,-1.38M,-2.24,-8.25,-13.76%,6.81%,1.01%,-269.71bpm
close * sharesout,2014,857,2055,320K,0.36,0.60,3.20%,3.09%,1.11%,57.04bpm
close * sharesout,2015,842,2053,747K,0.89,2.13,7.47%,2.96%,1.29%,115.31bpm
close * sharesout,2016,844,2058,-918K,-0.91,-2.65,-9.18%,10.59%,1.09%,-167.31bpm
close * sharesout,2017,854,2057,62.9K,0.87,2.55,7.55%,0.63%,0.88%,170.00bpm
close * sharesout,2012-2017,850,2057,-854K,-0.21,-0.25,-1.74%,12.52%,1.24%,-27.75bpm
sharesout/close,2012,837,2072,818K,1.21,2.56,9.72%,2.83%,2.18%,88.61bpm
sharesout/close,2013,841,2078,433K,0.69,1.17,4.33%,1.96%,1.52%,56.64bpm
sharesout/close,2014,833,2079,-1.40M,-2.29,-6.53,-13.99%,8.07%,1.72%,-161.17bpm
sharesout/close,2015,823,2072,-87.9K,-0.09,-0.06,-0.88%,5.81%,2.21%,-7.90bpm
sharesout/close,2016,835,2068,13.9K,0.01,0.00,0.14%,3.28%,1.75%,1.57bpm
sharesout/close,2017,850,2061,311K,4.22,26.53,37.37%,0.45%,0.94%,786.17bpm
sharesout/close,2012-2017,834,2074,88.3K,0.02,0.01,0.18%,11.67%,1.85%,1.92bpm
close/sharesout,2012,921,1987,-467K,-0.90,-1.29,-5.55%,4.61%,2.74%,-40.24bpm
close/sharesout,2013,939,1980,-232K,-0.56,-0.68,-2.32%,2.15%,1.53%,-29.97bpm
close/sharesout,2014,922,1990,82.2K,0.19,0.12,0.82%,2.24%,1.87%,8.71bpm
close/sharesout,2015,900,1994,6.92K,0.01,0.00,0.07%,2.44%,2.03%,0.68bpm
close/sharesout,2016,893,2009,288K,0.40,0.59,2.88%,5.19%,1.30%,44.00bpm
close/sharesout,2017,877,2035,-287K,-5.56,-25.81,-34.49%,1.50%,1.60%,-428.34bpm
close/sharesout,2012-2017,914,1993,-609K,-0.22,-0.18,-1.24%,6.99%,1.86%,-13.19bpm
close + cap,2012,859,2049,309K,0.56,0.79,3.67%,3.26%,1.83%,39.83bpm
close + cap,2013,853,2066,-1.38M,-2.24,-8.24,-13.76%,6.81%,1.01%,-269.06bpm
close + cap,2014,858,2054,322K,0.36,0.61,3.22%,3.08%,1.11%,57.28bpm
close + cap,2015,842,2053,748K,0.89,2.13,7.48%,2.96%,1.29%,115.24bpm
close + cap,2016,844,2058,-920K,-0.91,-2.65,-9.20%,10.60%,1.09%,-167.32bpm
close + cap,2017,855,2056,63.0K,0.87,2.55,7.56%,0.63%,0.88%,169.79bpm
close + cap,2012-2017,851,2056,-854K,-0.21,-0.25,-1.73%,12.52%,1.24%,-27.69bpm
close - cap,2012,2052,857,-310K,-0.56,-0.79,-3.68%,4.81%,1.83%,-39.97bpm
close - cap,2013,2067,852,1.38M,2.24,8.25,13.75%,2.12%,1.01%,269.74bpm
close - cap,2014,2056,857,-319K,-0.35,-0.60,-3.19%,6.06%,1.11%,-57.02bpm
close - cap,2015,2053,841,-746K,-0.88,-2.13,-7.46%,6.37%,1.28%,-115.25bpm
close - cap,2016,2059,843,917K,0.91,2.64,9.17%,4.66%,1.09%,167.23bpm
close - cap,2017,2058,853,-62.8K,-0.87,-2.54,-7.53%,1.36%,0.88%,-169.68bpm
close - cap,2012-2017,2058,850,854K,0.21,0.25,1.73%,12.71%,1.24%,27.76bpm
close * cap,2012,740,2168,671K,0.92,1.57,7.97%,3.96%,2.74%,57.69bpm
close * cap,2013,750,2169,-1.60M,-2.10,-7.15,-16.01%,9.34%,1.38%,-230.33bpm
close * cap,2014,755,2158,284K,0.32,0.42,2.84%,2.75%,1.64%,34.48bpm
close * cap,2015,739,2156,1.31M,1.36,3.61,13.05%,2.59%,1.85%,140.23bpm
close * cap,2016,735,2167,-903K,-0.79,-2.06,-9.03%,10.54%,1.32%,-135.74bpm
close * cap,2017,745,2166,46.2K,0.58,1.33,5.54%,0.71%,1.07%,102.99bpm
close * cap,2012-2017,744,2163,-198K,-0.04,-0.02,-0.40%,14.59%,1.74%,-4.57bpm
cap/close,2012,888,2021,186K,0.39,0.53,2.21%,2.08%,1.22%,36.03bpm
cap/close,2013,892,2027,-650K,-1.23,-3.78,-6.50%,4.62%,0.68%,-188.98bpm
cap/close,2014,910,2002,-318K,-0.43,-0.87,-3.18%,3.43%,0.76%,-82.85bpm
cap/close,2015,919,1976,274K,0.44,0.74,2.74%,2.00%,0.98%,55.49bpm
cap/close,2016,911,1992,-642K,-0.94,-2.90,-6.42%,5.68%,0.68%,-187.84bpm
cap/close,2017,918,1993,176K,2.62,18.42,21.12%,0.46%,0.43%,979.49bpm
cap/close,2012-2017,905,2003,-974K,-0.31,-0.47,-1.98%,8.37%,0.85%,-46.46bpm
close/cap,2012,1116,1792,209K,0.43,0.46,2.49%,2.58%,2.12%,23.27bpm
close/cap,2013,1115,1803,682K,1.49,3.50,6.82%,1.33%,1.22%,110.45bpm
close/cap,2014,1123,1789,-248K,-0.43,-0.55,-2.48%,3.94%,1.52%,-32.31bpm
close/cap,2015,1107,1787,-397K,-0.75,-1.19,-3.97%,2.71%,1.59%,-49.40bpm
close/cap,2016,1103,1799,703K,1.18,2.68,7.03%,2.69%,1.36%,102.98bpm
close/cap,2017,1099,1812,-395K,-10.36,-67.26,-47.41%,1.87%,1.12%,-836.80bpm
close/cap,2012-2017,1113,1795,555K,0.21,0.18,1.13%,5.77%,1.54%,14.53bpm
close + split,2012,1118,1791,40.9K,0.08,0.04,0.49%,2.78%,2.48%,3.89bpm
close + split,2013,1126,1793,-889K,-1.89,-4.46,-8.89%,4.26%,1.60%,-110.51bpm
close + split,2014,1131,1782,626K,1.02,1.89,6.26%,1.66%,1.81%,68.70bpm
close + split,2015,1104,1791,801K,1.10,2.24,8.01%,2.25%,1.93%,82.36bpm
close + split,2016,1090,1813,-1.10M,-1.31,-3.47,-11.04%,9.51%,1.58%,-138.97bpm
close + split,2017,1074,1838,68.0K,1.40,3.36,8.16%,0.39%,1.41%,114.87bpm
close + split,2012-2017,1113,1795,-456K,-0.14,-0.10,-0.93%,9.62%,1.85%,-9.93bpm
close - split,2012,1118,1791,40.9K,0.08,0.04,0.49%,2.78%,2.48%,3.90bpm
close - split,2013,1126,1793,-889K,-1.89,-4.46,-8.89%,4.26%,1.60%,-110.48bpm
close - split,2014,1131,1782,626K,1.02,1.90,6.26%,1.66%,1.81%,68.70bpm
close - split,2015,1104,1791,801K,1.10,2.24,8.01%,2.25%,1.93%,82.35bpm
close - split,2016,1090,1813,-1.10M,-1.31,-3.47,-11.04%,9.51%,1.58%,-138.97bpm
close - split,2017,1074,1838,68.0K,1.40,3.36,8.16%,0.39%,1.41%,114.85bpm
close - split,2012-2017,1113,1795,-456K,-0.14,-0.10,-0.93%,9.62%,1.85%,-9.93bpm
close * split,2012,1118,1791,41.1K,0.08,0.04,0.49%,2.78%,2.48%,3.90bpm
close * split,2013,1126,1793,-889K,-1.89,-4.46,-8.89%,4.27%,1.60%,-110.27bpm
close * split,2014,1131,1782,621K,1.01,1.87,6.21%,1.66%,1.81%,68.00bpm
close * split,2015,1104,1791,799K,1.09,2.23,7.99%,2.25%,1.94%,81.95bpm
close * split,2016,1090,1813,-1.10M,-1.31,-3.47,-11.03%,9.51%,1.58%,-138.80bpm
close * split,2017,1074,1838,68.0K,1.40,3.36,8.16%,0.39%,1.41%,114.58bpm
close * split,2012-2017,1113,1795,-463K,-0.14,-0.10,-0.94%,9.62%,1.85%,-10.07bpm
split/close,2012,1073,1836,-195K,-0.30,-0.24,-2.31%,5.50%,3.78%,-12.16bpm
split/close,2013,1044,1875,524K,0.82,1.11,5.24%,3.42%,2.87%,36.21bpm
split/close,2014,1029,1884,-1.44M,-1.76,-3.79,-14.37%,10.84%,3.09%,-92.16bpm
split/close,2015,1022,1873,-1.02M,-0.94,-1.50,-10.23%,8.25%,3.96%,-51.30bpm
split/close,2016,1026,1876,1.28M,1.04,2.04,12.83%,4.95%,3.30%,77.20bpm
split/close,2017,1040,1871,36.3K,0.53,0.70,4.35%,1.09%,2.51%,34.39bpm
split/close,2012-2017,1038,1870,-810K,-0.17,-0.12,-1.64%,18.53%,3.37%,-9.68bpm
close/split,2012,1118,1791,42.9K,0.09,0.04,0.51%,2.78%,2.49%,4.06bpm
close/split,2013,1126,1793,-886K,-1.88,-4.43,-8.86%,4.25%,1.60%,-109.75bpm
close/split,2014,1131,1782,626K,1.02,1.89,6.26%,1.66%,1.82%,68.36bpm
close/split,2015,1104,1791,800K,1.09,2.22,8.00%,2.25%,1.94%,81.73bpm
close/split,2016,1090,1813,-1.10M,-1.31,-3.47,-11.04%,9.51%,1.58%,-138.56bpm
close/split,2017,1073,1838,67.8K,1.39,3.34,8.14%,0.39%,1.42%,113.61bpm
close/split,2012-2017,1113,1795,-455K,-0.14,-0.10,-0.92%,9.62%,1.86%,-9.85bpm
close + dividend,2012,1118,1791,40.7K,0.08,0.04,0.48%,2.78%,2.48%,3.87bpm
close + dividend,2013,1126,1793,-889K,-1.89,-4.46,-8.89%,4.26%,1.60%,-110.48bpm
close + dividend,2014,1131,1782,626K,1.02,1.89,6.26%,1.66%,1.81%,68.67bpm
close + dividend,2015,1104,1791,801K,1.10,2.23,8.01%,2.25%,1.93%,82.31bpm
close + dividend,2016,1090,1813,-1.10M,-1.31,-3.47,-11.03%,9.51%,1.58%,-138.91bpm
close + dividend,2017,1074,1838,68.0K,1.40,3.36,8.16%,0.39%,1.41%,114.87bpm
close + dividend,2012-2017,1113,1795,-456K,-0.14,-0.10,-0.93%,9.62%,1.85%,-9.93bpm
close - dividend,2012,1118,1791,41.1K,0.08,0.04,0.49%,2.78%,2.48%,3.90bpm
close - dividend,2013,1126,1793,-888K,-1.89,-4.45,-8.88%,4.26%,1.60%,-110.32bpm
close - dividend,2014,1131,1782,626K,1.02,1.89,6.26%,1.66%,1.81%,68.61bpm
close - dividend,2015,1104,1791,802K,1.10,2.24,8.02%,2.25%,1.93%,82.29bpm
close - dividend,2016,1090,1813,-1.10M,-1.31,-3.47,-11.04%,9.51%,1.58%,-138.81bpm
close - dividend,2017,1074,1838,68.0K,1.40,3.36,8.16%,0.39%,1.41%,114.76bpm
close - dividend,2012-2017,1113,1795,-456K,-0.14,-0.10,-0.93%,9.62%,1.85%,-9.91bpm
close * dividend,2012,91,1027,-389K,-0.65,-0.16,-4.62%,3.43%,73.93%,-1.24bpm
close * dividend,2013,86,967,-719K,-1.49,-0.47,-7.19%,4.88%,72.33%,-1.97bpm
close * dividend,2014,88,965,629K,0.91,0.27,6.29%,1.96%,73.48%,1.70bpm
close * dividend,2015,90,972,-263K,-0.42,-0.08,-2.63%,5.01%,73.11%,-0.72bpm
close * dividend,2016,90,992,-287K,-0.41,-0.08,-2.87%,4.44%,72.50%,-0.79bpm
close * dividend,2017,59,752,22.4K,0.40,0.08,2.69%,1.06%,68.65%,0.78bpm
close * dividend,2012-2017,88,979,-1.01M,-0.32,-0.05,-2.04%,8.54%,72.97%,-0.56bpm
dividend/close,2012,97,1021,-1.41M,-2.12,-1.01,-16.77%,7.06%,73.41%,-4.53bpm
dividend/close,2013,92,961,-1.19M,-1.92,-0.78,-11.90%,6.16%,72.19%,-3.27bpm
dividend/close,2014,94,959,133K,0.25,0.03,1.33%,1.89%,72.03%,0.37bpm
dividend/close,2015,96,966,-1.22M,-2.06,-0.85,-12.22%,7.13%,71.98%,-3.37bpm
dividend/close,2016,96,985,-222K,-0.39,-0.07,-2.22%,5.53%,71.84%,-0.61bpm
dividend/close,2017,63,748,28.3K,0.67,0.15,3.39%,0.47%,68.11%,0.99bpm
dividend/close,2012-2017,95,973,-3.88M,-1.26,-0.42,-7.88%,21.84%,72.18%,-2.17bpm
close/dividend,2012,3,4,1.62M,1.25,0.46,19.20%,5.16%,142.92%,2.67bpm
close/dividend,2013,3,3,-1.66M,-1.16,-0.40,-16.61%,11.36%,138.10%,-2.39bpm
close/dividend,2014,3,4,505K,0.38,0.07,5.05%,10.57%,141.27%,0.71bpm
close/dividend,2015,3,4,1.29M,0.70,0.21,12.86%,7.76%,136.51%,1.87bpm
close/dividend,2016,3,4,-1.38M,-0.82,-0.26,-13.79%,10.38%,134.13%,-2.04bpm
close/dividend,2017,1,1,-41.3K,-0.42,-0.09,-4.96%,1.50%,119.05%,-0.83bpm
close/dividend,2012-2017,3,4,325K,0.04,0.00,0.66%,18.74%,138.11%,0.09bpm
open + high,2012,1118,1791,45.3K,0.09,0.04,0.54%,2.78%,2.45%,4.37bpm
open + high,2013,1126,1793,-880K,-1.87,-4.44,-8.80%,4.22%,1.57%,-111.25bpm
open + high,2014,1131,1781,628K,1.02,1.92,6.28%,1.65%,1.79%,69.81bpm
open + high,2015,1104,1790,806K,1.11,2.27,8.06%,2.24%,1.90%,83.99bpm
open + high,2016,1090,1812,-1.10M,-1.31,-3.49,-11.00%,9.49%,1.55%,-140.99bpm
open + high,2017,1074,1837,67.9K,1.40,3.40,8.14%,0.39%,1.38%,117.36bpm
open + high,2012-2017,1113,1794,-433K,-0.13,-0.09,-0.88%,9.59%,1.82%,-9.56bpm
open - high,2012,1820,1089,432K,1.08,0.37,5.13%,1.83%,43.11%,2.36bpm
open - high,2013,1824,1095,631K,1.68,0.64,6.31%,1.23%,42.73%,2.93bpm
open - high,2014,1824,1088,230K,0.40,0.10,2.30%,3.60%,41.65%,1.10bpm
open - high,2015,1820,1075,92.4K,0.15,0.02,0.92%,3.89%,40.95%,0.45bpm
open - high,2016,1824,1078,935K,1.65,0.79,9.35%,2.65%,40.46%,4.59bpm
open - high,2017,1854,1057,-74.1K,-2.03,-0.92,-8.89%,1.10%,43.01%,-4.10bpm
open - high,2012-2017,1823,1084,2.25M,0.86,0.28,4.56%,4.73%,41.76%,2.17bpm
open * high,2012,865,2043,-426K,-0.68,-0.92,-5.06%,5.29%,2.76%,-36.38bpm
open * high,2013,884,2035,-1.04M,-1.71,-4.18,-10.37%,5.80%,1.74%,-118.44bpm
open * high,2014,872,2040,401K,0.65,0.91,4.01%,2.08%,2.02%,39.32bpm
open * high,2015,842,2053,1.01M,1.38,3.03,10.14%,2.33%,2.10%,95.69bpm
open * high,2016,832,2070,-1.02M,-1.24,-3.29,-10.24%,9.02%,1.46%,-138.90bpm
open * high,2017,824,2087,63.7K,1.26,2.67,7.65%,0.51%,1.71%,88.72bpm
open * high,2012-2017,858,2049,-1.01M,-0.29,-0.29,-2.05%,11.32%,1.99%,-20.44bpm
high/open,2012,1200,1709,-914K,-1.60,-0.66,-10.87%,7.70%,63.68%,-3.39bpm
high/open,2013,1188,1731,531K,0.88,0.26,5.31%,2.27%,62.83%,1.68bpm
high/open,2014,1189,1724,-1.53M,-1.58,-0.79,-15.25%,11.02%,60.60%,-4.99bpm
high/open,2015,1180,1715,-1.58M,-2.03,-1.03,-15.81%,8.49%,62.07%,-5.05bpm
high/open,2016,1191,1711,1.09M,0.97,0.41,10.93%,4.35%,60.22%,3.60bpm
high/open,2017,1192,1719,127K,2.94,1.43,15.21%,0.44%,63.80%,4.73bpm
high/open,2012-2017,1189,1718,-2.27M,-0.54,-0.15,-4.61%,22.71%,61.86%,-1.48bpm
open/high,2012,1697,1211,810K,1.52,0.59,9.62%,2.25%,63.81%,2.99bpm
open/high,2013,1719,1200,-553K,-0.95,-0.28,-5.53%,4.73%,62.97%,-1.74bpm
open/high,2014,1712,1200,1.37M,1.49,0.71,13.69%,2.23%,60.69%,4.48bpm
open/high,2015,1702,1192,1.51M,2.01,0.99,15.07%,2.23%,62.16%,4.81bpm
open/high,2016,1698,1204,-1.13M,-1.04,-0.45,-11.25%,11.20%,60.30%,-3.70bpm
open/high,2017,1709,1202,-124K,-2.91,-1.41,-14.93%,0.88%,63.98%,-4.63bpm
open/high,2012-2017,1706,1201,1.88M,0.47,0.12,3.82%,11.20%,61.96%,1.22bpm
open + low,2012,1117,1791,49.6K,0.10,0.05,0.59%,2.78%,2.45%,4.78bpm
open + low,2013,1126,1793,-884K,-1.88,-4.46,-8.84%,4.24%,1.57%,-111.67bpm
open + low,2014,1131,1782,633K,1.03,1.94,6.33%,1.66%,1.79%,70.34bpm
open + low,2015,1104,1791,811K,1.11,2.29,8.11%,2.24%,1.91%,84.26bpm
open + low,2016,1089,1813,-1.10M,-1.30,-3.47,-11.00%,9.50%,1.55%,-140.57bpm
open + low,2017,1073,1838,68.1K,1.40,3.42,8.17%,0.39%,1.37%,118.31bpm
open + low,2012-2017,1113,1795,-422K,-0.13,-0.09,-0.86%,9.60%,1.83%,-9.31bpm
open - low,2012,1091,1817,-283K,-0.73,-0.21,-3.36%,3.07%,41.41%,-1.61bpm
open - low,2013,1095,1823,-186K,-0.47,-0.10,-1.86%,1.48%,41.84%,-0.88bpm
open - low,2014,1092,1820,388K,0.75,0.23,3.88%,2.73%,40.00%,1.92bpm
open - low,2015,1078,1817,327K,0.56,0.16,3.27%,2.45%,39.87%,1.63bpm
open - low,2016,1075,1828,-880K,-1.51,-0.71,-8.80%,6.83%,40.12%,-4.35bpm
open - low,2017,1082,1829,-6.40K,-0.20,-0.03,-0.77%,0.29%,39.77%,-0.38bpm
open - low,2012-2017,1086,1821,-641K,-0.25,-0.05,-1.30%,6.89%,40.61%,-0.64bpm
open * low,2012,865,2044,-419K,-0.67,-0.90,-4.98%,5.25%,2.77%,-35.70bpm
open * low,2013,883,2035,-1.04M,-1.71,-4.18,-10.38%,5.82%,1.74%,-118.32bpm
open * low,2014,872,2041,413K,0.67,0.96,4.13%,2.08%,2.02%,40.67bpm
open * low,2015,842,2053,1.02M,1.38,3.03,10.16%,2.32%,2.11%,95.53bpm
open * low,2016,831,2071,-1.02M,-1.24,-3.27,-10.21%,9.01%,1.47%,-138.27bpm
open * low,2017,823,2088,64.1K,1.27,2.70,7.70%,0.51%,1.70%,89.68bpm
open * low,2012-2017,858,2050,-984K,-0.28,-0.28,-2.00%,11.30%,1.99%,-19.92bpm
low/open,2012,1700,1209,604K,1.01,0.35,7.18%,2.91%,59.71%,2.39bpm
low/open,2013,1712,1206,-609K,-0.96,-0.31,-6.09%,4.21%,60.18%,-2.01bpm
low/open,2014,1710,1202,975K,0.93,0.38,9.75%,3.72%,57.49%,3.36bpm
low/open,2015,1704,1191,655K,0.67,0.22,6.55%,3.19%,59.41%,2.19bpm
low/open,2016,1702,1200,-582K,-0.52,-0.16,-5.82%,8.43%,58.89%,-1.96bpm
low/open,2017,1676,1235,178K,2.42,1.47,21.33%,0.60%,57.74%,7.33bpm
low/open,2012-2017,1705,1202,1.22M,0.27,0.05,2.48%,8.97%,59.10%,0.83bpm
open/low,2012,1197,1711,-739K,-1.13,-0.43,-8.79%,7.54%,59.67%,-2.92bpm
open/low,2013,1195,1724,491K,0.72,0.21,4.91%,2.89%,60.11%,1.62bpm
open/low,2014,1190,1722,-1.48M,-1.12,-0.57,-14.79%,11.15%,57.46%,-5.11bpm
open/low,2015,1177,1717,-641K,-0.62,-0.20,-6.41%,6.63%,59.44%,-2.14bpm
open/low,2016,1187,1715,545K,0.47,0.14,5.45%,5.32%,58.84%,1.84bpm
open/low,2017,1225,1686,-193K,-2.58,-1.63,-23.16%,1.95%,57.70%,-7.96bpm
open/low,2012-2017,1190,1718,-2.02M,-0.40,-0.10,-4.09%,17.96%,59.06%,-1.38bpm
open + volume,2012,889,2020,292K,0.53,0.24,3.47%,2.25%,16.52%,4.17bpm
open + volume,2013,906,2012,-222K,-0.43,-0.16,-2.22%,3.04%,16.57%,-2.66bpm
open + volume,2014,921,1992,-217K,-0.25,-0.09,-2.17%,4.77%,17.14%,-2.51bpm
open + volume,2015,913,1982,-326K,-0.53,-0.23,-3.26%,3.32%,16.56%,-3.90bpm
open + volume,2016,903,1999,285K,0.42,0.18,2.85%,2.76%,15.91%,3.55bpm
open + volume,2017,919,1992,151K,3.85,4.11,18.15%,0.45%,15.93%,22.60bpm
open + volume,2012-2017,907,2000,-36.7K,-0.01,0.00,-0.07%,6.81%,16.53%,-0.09bpm
open - volume,2012,2020,889,-292K,-0.53,-0.24,-3.47%,2.85%,16.52%,-4.17bpm
open - volume,2013,2012,906,222K,0.43,0.16,2.22%,1.67%,16.57%,2.66bpm
open - volume,2014,1992,921,217K,0.25,0.09,2.17%,4.22%,17.14%,2.51bpm
open - volume,2015,1982,913,326K,0.53,0.23,3.26%,1.42%,16.56%,3.90bpm
open - volume,2016,1999,903,-285K,-0.42,-0.18,-2.85%,3.36%,15.91%,-3.55bpm
open - volume,2017,1992,919,-151K,-3.85,-4.11,-18.15%,0.67%,15.93%,-22.60bpm
open - volume,2012-2017,2000,907,36.7K,0.01,0.00,0.07%,4.57%,16.53%,0.09bpm
open * volume,2012,870,2038,233K,0.42,0.18,2.77%,2.75%,14.26%,3.85bpm
